"Scientific.Name","AGCP","AW","CB","EMP","GP","HI","MW","NCNE","WMVC","AK","other"
"Tidestromia suffruticosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tigridia grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tigridia pavonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia ×euchlora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia ×europaea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia ×flavescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia ×moltkei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia petiolaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia platyphyllos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilia tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tilingia ajanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia ariza-juliae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia baileyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia balbisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia bartramii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia bulbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia fasciculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia festucoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia flexuosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia ×floridana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia ionantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia lindenii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia lineatispica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia paucifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia pruinosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia recurvata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia setacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia simulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia ×smalliana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia tenuifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia utriculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tillandsia variabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Timmia megapolitana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Timmiella anomala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Timmiella crassinervis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Timonius ledermannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Timonius nitidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tinantia anomala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tipuana tipu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia gossypina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia greggii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia hispidissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia latior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia mexicana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia palmeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tiquilia plicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tithonia rotundifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tolpis barbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tolumnia bahamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tolumnia prionochila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tolumnia variegata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tomentypnum falcifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tomentypnum nitens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonella floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonella tenella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus aberrans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus alpinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus eximius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus graniticus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus kingii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus lyallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus microcephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus peirsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tonestus pygmaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Toninia athallina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Toninia philippea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Toona ciliata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tordylium apulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torenia fournieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torilis arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torilis japonica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torilis leptophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torilis nodosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torilis scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torreya californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torreya nucifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torreya taxifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Torreyochloa californica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tortula scotteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tournefortia bicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tournefortia hirsutissima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tournefortia laurifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tournefortia scabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tournefortia volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia alpigena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia annua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia aprica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia condensata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia eximia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia exscapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia fendleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia florifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia glabella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia gypsophila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia hookeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia incana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia jonesii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia leptotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia mensana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia microcephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia nuttallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia parryi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia rothrockii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia scapigera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia smithii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia spathulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia strigosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Townsendia texensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Toxicodendron succedaneum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Toxicodendron vernicifluum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachelospermum jasminoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachybryum megaptilum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachycarpus fortunei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachycarpus wagnerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachycystis flagellaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachypogon spicatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachyspermum ammi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trachyxiphium heteroicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tracyina rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia ×andersoniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia brevifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia buckleyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia crassifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia crassula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia ×diffusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia ernestiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia gigantea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia hirsuticaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia hirsutiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia leiandra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia ozarkana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia paludosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia pedicellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia pinetorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia reverchonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia roseolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia subacaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia subaspera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia tharpii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tradescantia zanonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia amblyodonta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia betonicifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia brevispica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia cordata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia glanduligera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia laciniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia leptophylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia nepetifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia nigricans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia ramosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia saxicola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia smallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia urens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia urticifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragia volubilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon ×crantzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon dubius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon floccosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon lamottei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon mirabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon mirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon miscellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon ×neohybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragopogon porrifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragus australianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragus berteronianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragus heptaneuron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tragus racemosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trapa bicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Treculia africana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trema cannabina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trema lamarckiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trembleya phlogiformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tribolium echinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tribolium hispidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tribolium obliterum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tribolium uniolae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tribulus terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tricardia watsonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichilia hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichilia roka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichilia triacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichipteris pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichloris pluriflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichocentrum maculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichocereus auricolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichocereus callianthus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichocereus grandiflorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichocereus peruvianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichocereus uyupampensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tricholaena monachne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tricholaena teneriffae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes alatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes angustifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes capillaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes crispum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes holopterum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes hookeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes hymenoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes hymenophylloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes intricatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes kapplerianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes krausii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes lineolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes minutum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes ovale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes padronii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes pinnatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes polypodioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes punctatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes pusillum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes radicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichomanes scandens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichoneura elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichophorum planifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichoptilium incisum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichosalpinx dura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichosanthes anguina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichosanthes cucumerina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichosanthes dioica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichospermum ledermannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichospermum richii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema arizonicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema brachiatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema lanatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema laxum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema oblongum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema ovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema parishii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema rubisepalum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema ruygtii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema setaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema simulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostema suffrutescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichostomopsis australasiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichothelium aeneum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichothelium chloroticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichothelium guentheri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichothelium lineare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichothelium nitidulum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trichothelium thaxteri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tricyrtis hirta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tridens brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tridens buckleyanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tridens carolinianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tridens congestus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tridens eragrostoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Tridens texanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium affine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium africanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium alexandrinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium alpestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium alpinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium ambiguum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium andersonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium andinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium angustifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium apertum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium argutum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium arvense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium attenuatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium aureum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium baccarinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium badium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium barnebyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium bejariense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium berytheum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium bifidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium billardierei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium bocconei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium boissieri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium brandegeei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium breweri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium buckwestiorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium burchellianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium calcaricum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium campestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium carolinianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium cernuum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium cheranganiense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium cherleri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium chilense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium ciliolatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium clypeatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium cryptopodium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium dalmaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium dasyurum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium dedeckerae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium dichotomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium dichroanthum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium diffusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium echinatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium eriosphaerum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium friscanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium gemellum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium glanduliferum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium globosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium glomeratum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium gracilentum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium grandiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium gymnocarpon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium haussknechtii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium heldreichianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium incarnatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium israeliticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium isthmocarpum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium jokerstii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium lappaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium latifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Trifolium leibergii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
