"ac.binomial","Northwest","Southwest","NorthCentral","Southcentral","Northeast","Southeast","Alaska","Hawaii","Caribbean","CanadaWest","CanadaEast","Arctic","Mexico"
"Streptanthus maculatus",0,0,0,1,0,0,0,0,0,0,0,0,0
"Streptanthus medeirosii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus morrisonii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus oblanceolatus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus oliganthus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus petiolaris",0,0,0,1,0,0,0,0,0,0,0,0,0
"Streptanthus platycarpus",0,1,0,1,0,0,0,0,0,0,0,0,1
"Streptanthus polygaloides",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus squamiformis",0,0,0,1,0,0,0,0,0,0,0,0,0
"Streptanthus tortuosus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus vernalis",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptanthus vimineus",0,1,0,0,0,0,0,0,0,0,0,0,0
"Streptochaeta sodiroana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Streptochaeta spicata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Streptogyna americana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Streptopus amplexifolius",1,1,1,0,1,1,1,0,0,1,1,1,0
"Streptopus lanceolatus",1,0,1,0,1,1,1,0,0,1,1,0,0
"Streptopus streptopoides",1,0,0,0,0,0,1,0,0,1,0,0,0
"Stromanthe macrochlamys",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stromanthe popolucana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stromanthe tonckat",0,0,0,0,0,0,0,0,0,0,0,0,1
"Strombocactus corregidorae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Strombocactus disciformis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Strongylodon ruber",0,0,0,0,0,0,0,1,0,0,0,0,0
"Strophostyles helvola",0,0,1,1,1,1,0,0,0,0,1,0,0
"Strophostyles leiosperma",1,1,1,1,1,1,0,0,0,0,1,0,0
"Strophostyles umbellata",0,0,1,1,1,1,0,0,0,0,0,0,1
"Strotheria gypsophila",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struchium sparganophorum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Strumpfia maritima",0,0,0,0,0,1,0,0,1,0,0,0,1
"Struthanthus alni",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus brachybotrys",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus capitatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus cassythoides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus condensatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus deppeanus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus hartwegii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus interruptus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus johnstonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus macrostachyus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus marginatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus matudae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus orbicularis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus quercicola",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthanthus tacanensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Struthiopteris spicant",1,1,0,0,0,0,1,0,0,1,0,0,0
"Strychnos brachistantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Strychnos gubleri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Strychnos panamensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Strychnos peckii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stuckenia filiformis",1,1,1,0,1,0,1,0,0,1,1,1,0
"Stuckenia pectinata",1,1,1,1,1,1,1,0,0,1,1,1,1
"Stuckenia striata",1,1,0,1,0,0,0,0,0,0,0,0,1
"Stuckenia vaginata",1,1,1,0,1,0,1,0,0,1,1,1,0
"Stutzia covillei",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stutzia dioica",1,1,1,0,0,0,0,0,0,1,0,0,0
"Stylisma abdita",0,0,0,0,0,1,0,0,0,0,0,0,0
"Stylisma aquatica",0,0,0,1,0,1,0,0,0,0,0,0,0
"Stylisma humistrata",0,0,0,1,1,1,0,0,0,0,0,0,0
"Stylisma patens",0,0,0,1,0,1,0,0,0,0,0,0,0
"Stylisma pickeringii",0,0,1,1,1,1,0,0,0,0,0,0,0
"Stylisma villosa",0,0,0,1,0,1,0,0,0,0,0,0,0
"Stylocline citroleum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stylocline gnaphaloides",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stylocline intertexta",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stylocline masonii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Stylocline micropoides",0,1,0,1,0,0,0,0,0,0,0,0,1
"Stylocline psilocarphoides",1,1,0,0,0,0,0,0,0,0,0,0,0
"Stylocline sonorensis",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stylogyne lateriflora",0,0,0,0,0,0,0,0,1,0,0,0,0
"Stylogyne turbacensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stylophorum diphyllum",0,0,1,1,1,1,0,0,0,0,1,0,0
"Stylosanthes biflora",0,0,1,1,1,1,0,0,0,0,0,0,0
"Stylosanthes calcicola",0,0,0,0,0,1,0,0,0,0,0,0,0
"Stylosanthes guianensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stylosanthes hamata",0,0,0,0,0,1,0,0,1,0,0,0,1
"Stylosanthes humilis",0,1,0,0,0,0,0,0,0,0,0,0,1
"Stylosanthes macrocarpa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stylosanthes mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stylosanthes quintanarooensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stylosanthes scabra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Stylosanthes viscosa",0,1,0,1,0,0,0,0,1,0,0,0,1
"Stylosiphonia glabra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styphnolobium affine",0,0,0,1,0,0,0,0,0,0,0,0,0
"Styphnolobium burseroides",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styphnolobium conzattii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styphnolobium parviflorum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styphnolobium protantherum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styphnolobium sporadicum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax americanus",0,0,1,1,1,1,0,0,0,0,0,0,0
"Styrax argenteus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax austromexicanus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax conterminus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax gentryi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax glabrescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax grandifolius",0,0,1,1,1,1,0,0,0,0,0,0,0
"Styrax jaliscanus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax lanceolatus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax magnus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax platanifolius",0,0,0,1,0,0,0,0,0,0,0,0,1
"Styrax portoricensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Styrax radians",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax redivivus",1,1,0,0,0,0,0,0,0,0,0,0,0
"Styrax tuxtlensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax uxpanapensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Styrax warscewiczii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Suaeda calceoliformis",1,1,1,1,1,0,1,0,0,1,1,1,0
"Suaeda californica",0,1,0,0,0,0,0,0,0,0,0,0,1
"Suaeda conferta",0,0,0,1,0,0,0,0,0,0,0,0,1
"Suaeda esteroa",0,1,0,0,0,0,0,0,0,0,0,0,1
"Suaeda jacoensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Suaeda linearis",0,0,0,1,1,1,0,0,0,0,0,0,1
"Suaeda maritima",0,0,0,0,1,0,0,0,0,0,1,0,0
"Suaeda mexicana",0,0,0,1,0,0,0,0,0,0,0,0,1
"Suaeda nigra",1,1,1,1,0,0,0,0,0,1,0,0,1
"Suaeda nigrescens",0,0,0,0,0,0,0,0,0,0,0,0,1
"Suaeda occidentalis",1,1,0,0,0,0,0,0,0,0,0,0,0
"Suaeda palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Suaeda puertopenascoa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Suaeda pulvinata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Suaeda rolandii",0,0,0,0,1,0,0,0,0,0,1,0,0
"Suaeda tampicensis",0,0,0,1,0,0,0,0,0,0,0,0,1
"Suaeda taxifolia",0,1,0,0,0,0,0,0,0,0,0,0,1
"Subularia aquatica",1,1,1,0,1,0,1,0,0,1,1,1,0
"Suckleya suckleyana",1,1,1,1,0,0,0,0,0,1,0,0,0
"Suksdorfia violacea",1,0,0,0,0,0,0,0,0,1,0,0,0
"Sullivantia hapemanii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Sullivantia oregana",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sullivantia sullivantii",0,0,1,0,1,1,0,0,0,0,0,0,0
"Suriana maritima",0,0,0,0,0,1,0,0,1,0,0,0,1
"Svenkoeltzia congestiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swallenia alexandrae",0,1,0,0,0,0,0,0,0,0,0,0,0
"Swartzia cubensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swartzia guatemalensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swartzia mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swartzia myrtifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swartzia simplex",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swertia perennis",1,1,0,0,0,0,1,0,0,1,0,1,0
"Swietenia humilis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swietenia macrophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Swietenia mahagoni",0,0,0,0,0,1,0,0,1,0,0,0,0
"Symphonia globulifera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphoricarpos albus",1,1,1,0,1,0,1,0,0,1,1,1,0
"Symphoricarpos longiflorus",1,1,0,1,0,0,0,0,0,0,0,0,1
"Symphoricarpos mollis",1,1,0,0,0,0,0,0,0,1,0,0,1
"Symphoricarpos occidentalis",1,1,1,1,1,0,0,0,0,1,0,1,0
"Symphoricarpos orbiculatus",0,0,1,1,1,1,0,0,0,0,0,0,1
"Symphoricarpos rotundifolius",1,1,1,1,0,0,0,0,0,1,0,0,1
"Symphyotrichum adnatum",0,0,0,1,0,1,0,0,0,0,0,0,0
"Symphyotrichum anomalum",0,0,1,1,1,0,0,0,0,0,0,0,0
"Symphyotrichum anticostense",0,0,0,0,1,0,0,0,0,0,1,0,0
"Symphyotrichum ascendens",1,1,1,0,0,0,0,0,0,1,0,0,0
"Symphyotrichum bahamense",0,0,0,1,0,1,0,0,0,0,0,0,0
"Symphyotrichum boreale",1,1,1,0,1,0,1,0,0,1,1,1,0
"Symphyotrichum bracei",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum bracteolatum",1,1,0,0,0,0,0,0,0,1,0,0,0
"Symphyotrichum bullatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum campestre",1,1,0,0,0,0,0,0,0,1,0,0,0
"Symphyotrichum carnerosanum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum chapmanii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum chilense",1,1,0,0,0,0,0,0,0,1,0,0,0
"Symphyotrichum ciliatum",1,1,1,1,0,0,1,0,0,1,1,1,0
"Symphyotrichum ciliolatum",1,0,1,0,1,0,0,0,0,1,1,1,0
"Symphyotrichum concolor",0,0,0,1,1,1,0,0,0,0,0,0,0
"Symphyotrichum cordifolium",0,0,1,1,1,1,0,0,0,1,1,0,0
"Symphyotrichum cusickii",1,0,0,0,0,0,0,0,0,1,0,0,0
"Symphyotrichum defoliatum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum depauperatum",0,0,0,0,1,1,0,0,0,0,0,0,0
"Symphyotrichum divaricatum",0,1,1,1,1,1,0,0,0,0,0,0,0
"Symphyotrichum drummondii",0,0,1,1,1,1,0,0,0,0,0,0,1
"Symphyotrichum dumosum",0,0,1,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum elliottii",0,0,0,1,1,1,0,0,0,0,0,0,0
"Symphyotrichum ericoides",1,1,1,1,1,1,0,0,0,1,1,1,1
"Symphyotrichum estesii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum eulae",0,0,0,1,0,0,0,0,0,0,0,0,0
"Symphyotrichum expansum",0,1,0,1,0,1,0,0,1,0,0,0,1
"Symphyotrichum falcatum",1,1,1,1,1,0,1,0,0,1,0,1,1
"Symphyotrichum fendleri",0,1,1,1,0,0,0,0,0,0,0,0,0
"Symphyotrichum foliaceum",1,1,0,0,0,0,1,0,0,1,0,1,0
"Symphyotrichum fontinale",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum frondosum",1,1,0,0,0,0,0,0,0,1,0,0,1
"Symphyotrichum georgianum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum grandiflorum",0,0,0,0,1,1,0,0,0,0,0,0,0
"Symphyotrichum greatae",0,1,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum hallii",1,0,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum hintonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum jessicae",1,0,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum kentuckiense",0,0,0,0,1,1,0,0,0,0,0,0,0
"Symphyotrichum laeve",1,1,1,1,1,1,0,0,0,1,1,0,1
"Symphyotrichum lanceolatum",1,1,1,1,1,1,0,0,0,1,1,1,0
"Symphyotrichum lateriflorum",0,0,1,1,1,1,0,0,0,1,1,0,0
"Symphyotrichum laurentianum",0,0,0,0,0,0,0,0,0,0,1,0,0
"Symphyotrichum lentum",0,1,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum lowrieanum",0,0,0,0,1,1,0,0,0,0,0,0,0
"Symphyotrichum molle",1,0,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum moranense",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum nahanniense",0,0,0,0,0,0,0,0,0,0,0,1,0
"Symphyotrichum novae-angliae",1,1,1,1,1,1,0,0,0,1,1,0,0
"Symphyotrichum novi-belgii",0,0,0,0,1,1,0,0,0,0,1,0,0
"Symphyotrichum oblongifolium",1,1,1,1,1,1,0,0,0,0,0,0,1
"Symphyotrichum ontarionis",0,0,1,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum oolentangiense",0,0,1,1,1,1,0,0,0,0,1,0,1
"Symphyotrichum parviceps",0,0,1,1,1,0,0,0,0,0,0,0,0
"Symphyotrichum patens",0,0,1,1,1,1,0,0,0,0,0,0,0
"Symphyotrichum phlogifolium",0,0,0,0,1,1,0,0,0,0,0,0,0
"Symphyotrichum pilosum",0,0,1,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum plumosum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum porteri",1,1,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum potosinum",0,1,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum praealtum",0,1,1,1,1,1,0,0,0,0,1,0,1
"Symphyotrichum pratense",0,0,0,1,1,1,0,0,0,0,0,0,0
"Symphyotrichum prenanthoides",0,0,1,0,1,1,0,0,0,0,1,0,0
"Symphyotrichum puniceum",0,0,1,1,1,1,0,0,0,1,1,1,0
"Symphyotrichum pygmaeum",0,0,0,0,0,0,1,0,0,0,0,1,0
"Symphyotrichum racemosum",0,0,1,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum retroflexum",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum rhiannon",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum robynsianum",0,0,1,0,1,0,0,0,0,1,1,0,0
"Symphyotrichum schaffneri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum sericeum",0,0,1,1,1,0,0,0,0,1,1,0,0
"Symphyotrichum shortii",0,0,1,0,1,1,0,0,0,0,1,0,0
"Symphyotrichum simmondsii",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum spathulatum",1,1,0,0,0,0,0,0,0,1,0,1,1
"Symphyotrichum subspicatum",1,1,0,0,0,0,1,0,0,1,0,1,0
"Symphyotrichum subulatum",0,0,0,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum tenuifolium",0,0,0,1,1,1,0,0,0,0,0,0,0
"Symphyotrichum tradescantii",0,0,0,0,1,0,0,0,0,0,1,0,0
"Symphyotrichum trilineatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symphyotrichum turbinellum",0,0,1,1,1,0,0,0,0,0,0,0,0
"Symphyotrichum undulatum",0,0,0,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum urophyllum",0,0,1,1,1,1,0,0,0,0,1,0,0
"Symphyotrichum walteri",0,0,0,0,0,1,0,0,0,0,0,0,0
"Symphyotrichum welshii",1,1,0,0,0,0,0,0,0,0,0,0,0
"Symphyotrichum yukonense",0,0,0,0,0,0,1,0,0,0,0,1,0
"Symphysia racemosa",0,0,0,0,0,0,0,0,1,0,0,0,0
"Symplocarpus foetidus",0,0,1,0,1,1,0,0,0,0,1,0,0
"Symplococarpon flavifolium",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplococarpon purpusii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos austromexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos breedlovei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos citrea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos coccinea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos excelsa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos hartwegii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos hintonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos jurgensenii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos lanata",0,0,0,0,0,0,0,0,1,0,0,0,0
"Symplocos limoncillo",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos longipes",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos martinicensis",0,0,0,0,0,0,0,0,1,0,0,0,0
"Symplocos micrantha",0,0,0,0,0,0,0,0,1,0,0,0,0
"Symplocos pachycarpa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos pycnantha",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos schiedeana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos sousae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos speciosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos tacanensis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Symplocos tinctoria",0,0,0,1,1,1,0,0,0,0,0,0,0
"Synandra hispidula",0,0,0,0,1,1,0,0,0,0,0,0,0
"Synechanthus fibrosus",0,0,0,0,0,0,0,0,0,0,0,0,1
"Synedrella nodiflora",0,0,0,0,0,0,0,0,1,0,0,0,1
"Syngonanthus davidsei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonanthus flavidulus",0,0,0,0,0,1,0,0,0,0,0,0,0
"Syngonium angustatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium chiapense",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium hoffmannii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium macrophyllum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium neglectum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium podophyllum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium sagittatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium salvadorense",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium schottianum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syngonium steyermarkii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Synthlipsis densiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Synthlipsis greggii",0,0,0,1,0,0,0,0,0,0,0,0,1
"Syntrichopappus fremontii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Syntrichopappus lemmonii",0,1,0,0,0,0,0,0,0,0,0,0,0
"Syringantha coulteri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Syringodium filiforme",0,0,0,1,0,1,0,0,1,0,0,0,1
"Systenotheca vortriedei",0,1,0,0,0,0,0,0,0,0,0,0,0
"Syzygium sandwicense",0,0,0,0,0,0,0,1,0,0,0,0,0
"Tabascina lindenii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabebuia haemantha",0,0,0,0,0,0,0,0,1,0,0,0,0
"Tabebuia heterophylla",0,0,0,0,0,0,0,0,1,0,0,0,0
"Tabebuia karsoana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Tabebuia rigida",0,0,0,0,0,0,0,0,1,0,0,0,0
"Tabebuia rosea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabebuia schumanniana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Tabernaemontana alba",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana amygdalifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana arborea",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana citrifolia",0,0,0,0,0,0,0,0,1,0,0,0,1
"Tabernaemontana donnell-smithii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana eubracteata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana glabra",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana grandiflora",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana hannae",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana litoralis",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana mixtecana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana stenoptera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana tomentosa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tabernaemontana venusta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Taenidia integerrima",0,0,1,1,1,1,0,0,0,0,1,0,0
"Taenidia montana",0,0,0,0,1,0,0,0,0,0,0,0,0
"Tagetes arenicola",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes coronopifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes epapposa",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes erecta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes filifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes foetidissima",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes hartwegii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes lacera",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes lemmonii",0,1,0,0,0,0,0,0,0,0,0,0,1
"Tagetes linifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes lucida",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes lunulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes micrantha",0,1,0,1,0,0,0,0,0,0,0,0,1
"Tagetes minuta",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes moorei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes mulleri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes nelsonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes oaxacana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes palmeri",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes parryi",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes persicifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes pringlei",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes stenophylla",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tagetes subulata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Talinopsis frutescens",0,1,0,1,0,0,0,0,0,0,0,0,1
"Talinum aurantiacum",0,1,0,1,0,0,0,0,0,0,0,0,1
"Talinum fruticosum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Talinum lineare",0,0,0,0,0,0,0,0,0,0,0,0,1
"Talinum paniculatum",0,0,0,0,0,0,0,0,1,0,0,0,1
"Talinum polygaloides",0,1,0,1,0,0,0,0,0,0,0,0,1
"Talinum sonorae",0,1,0,1,0,0,0,0,0,0,0,0,0
"Talinum spathulatum",0,0,0,1,0,0,0,0,0,0,0,0,0
"Talinum tuberosum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Talipariti tiliaceum",0,0,0,0,0,1,0,0,1,0,0,0,1
"Talisia floresii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tamaulipa azurea",0,0,0,1,0,0,0,0,0,0,0,0,1
"Tamayorkis ehrenbergii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tamayorkis hintonii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tamayorkis wendtii",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tamonea boxiana",0,0,0,0,0,0,0,0,1,0,0,0,0
"Tamonea curassavica",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tamonea euphrasiifolia",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tamonea spicata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tanacetum bipinnatum",1,1,0,0,1,0,1,0,0,1,1,1,0
"Tanaecium caudiculatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tanaecium pyramidatum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tanaecium tetragonolobum",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tapirira chimalapana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tapirira mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tapura mexicana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tara cacalaco",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tara vesicaria",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tarasa antofagastana",0,0,0,0,0,0,0,0,0,0,0,0,1
"Tarasa geranioides",0,0,0,0,0,0,0,0,0,0,0,0,1
